desc,n_nodes,label,pred,conv3_feats,avg_desc_act,Cluster,acc,kmeansbitter,ClusterName,Imp
KIHPFAQTQSLVYP,14,0,0,"[[ 6.35772943e-02 -1.08662434e-02  3.23389098e-03 -1.73036650e-01
   1.00433894e-01  2.80560076e-01 -1.32565752e-01 -2.01600015e-01
   1.90777600e-01 -1.88611880e-01  2.25791529e-01 -6.76488653e-02
  -3.73419300e-02 -8.01959038e-02  1.40747368e-01 -4.04574871e-02]
 [ 7.39668310e-02 -8.04007798e-03  3.66973132e-03 -1.78677589e-01
   1.10424571e-01  2.89111435e-01 -1.49159193e-01 -2.15149879e-01
   1.94780737e-01 -2.07300395e-01  2.40580216e-01 -8.06500837e-02
  -4.95252535e-02 -8.42427313e-02  1.57366917e-01 -5.12856394e-02]
 [ 3.30432616e-02 -1.91721283e-02  1.95298949e-03 -1.56458378e-01
   7.10720792e-02  2.55428374e-01 -8.37988555e-02 -1.61777973e-01
   1.79012746e-01 -1.33687764e-01  1.82328746e-01 -2.94392481e-02
  -1.53605640e-03 -6.83026090e-02  9.19038206e-02 -8.63435119e-03]
 [ 7.00375438e-03 -2.62554083e-02  8.60633096e-04 -1.42320395e-01
   4.60322425e-02  2.33996004e-01 -4.22103293e-02 -1.27817631e-01
   1.68979630e-01 -8.68483335e-02  1.45263553e-01  3.14600766e-03
   2.89992839e-02 -5.81599697e-02  5.02499081e-02  1.85045004e-02]
 [-2.47449502e-02 -3.48917060e-02 -4.71223611e-04 -1.25082642e-01
   1.55023951e-02  2.07864553e-01  8.49654153e-03 -8.64114314e-02
   1.56746745e-01 -2.97392868e-02  1.00071773e-01  4.28756364e-02
   6.62295371e-02 -4.57935482e-02 -5.36672771e-04  5.15935831e-02]
 [-4.01595607e-02 -3.90847959e-02 -1.11786579e-03 -1.16713375e-01
   6.79561868e-04  1.95177227e-01  3.31157073e-02 -6.63079247e-02
   1.50807440e-01 -2.01174431e-03  7.81302825e-02  6.21651374e-02
   8.43055397e-02 -3.97894084e-02 -2.51945425e-02  6.76589683e-02]
 [-5.43417037e-02 -4.29426283e-02 -1.71280606e-03 -1.09013267e-01
  -1.29581187e-02  1.83504313e-01  5.57664596e-02 -4.78117801e-02
   1.45343006e-01  2.34988555e-02  5.79431169e-02  7.99123570e-02
   1.00936294e-01 -3.42653282e-02 -4.78809029e-02  8.24398622e-02]
 [-5.46838529e-02 -4.30357009e-02 -1.72715914e-03 -1.08827502e-01
  -1.32871326e-02  1.83222696e-01  5.63129149e-02 -4.73655537e-02
   1.45211175e-01  2.41143070e-02  5.74560948e-02  8.03405121e-02
   1.01337515e-01 -3.41320597e-02 -4.84282188e-02  8.27964544e-02]
 [-5.46838529e-02 -4.30357009e-02 -1.72715914e-03 -1.08827502e-01
  -1.32871326e-02  1.83222696e-01  5.63129149e-02 -4.73655537e-02
   1.45211175e-01  2.41143070e-02  5.74560948e-02  8.03405121e-02
   1.01337515e-01 -3.41320597e-02 -4.84282188e-02  8.27964544e-02]
 [-2.97282096e-02 -3.42088714e-02  1.22799063e-02 -9.25566033e-02
  -1.05163008e-02  1.40985042e-01  4.07161824e-02 -6.44605532e-02
   1.13758765e-01  1.53812608e-02  3.77847850e-02  4.81109135e-02
   8.28649998e-02 -2.75413841e-02 -3.23906094e-02  5.83248772e-02]
 [-4.29692492e-03 -2.52138097e-02  2.65539400e-02 -7.59755820e-02
  -7.69265788e-03  9.79423523e-02  2.48221867e-02 -8.18813741e-02
   8.17068890e-02  6.48176670e-03  1.77385509e-02  1.52670369e-02
   6.40404150e-02 -2.08250917e-02 -1.60473362e-02  3.33868861e-02]
 [ 1.37343518e-02 -1.88361332e-02  3.66745070e-02 -6.42193258e-02
  -5.69064077e-03  6.74242601e-02  1.35530308e-02 -9.42330733e-02
   5.89814857e-02  1.71851367e-04  3.52538005e-03 -8.01991671e-03
   5.06934151e-02 -1.60631090e-02 -4.45963815e-03  1.57053620e-02]
 [ 1.18755922e-03 -2.32739449e-02  2.96322629e-02 -7.23997429e-02
  -7.08371494e-03  8.86598229e-02  2.13945024e-02 -8.56383294e-02
   7.47946203e-02  4.56251204e-03  1.34154037e-02  8.18396360e-03
   5.99807277e-02 -1.93766635e-02 -1.25227645e-02  2.80087814e-02]
 [-1.74024664e-02 -2.98492480e-02  1.91980824e-02 -8.45203102e-02
  -9.14776977e-03  1.20123602e-01  3.30128595e-02 -7.29038715e-02
   9.82242301e-02  1.10679558e-02  2.80690081e-02  3.21925208e-02
   7.37413168e-02 -2.42862087e-02 -2.44695395e-02  4.62382138e-02]]","[0.00454981 0.00286685 0.00949592 0.01371397 0.01885683 0.02135379
 0.02365111 0.02370653 0.02370653 0.01617526 0.00850045 0.00305886
 0.00684531 0.01245552]",1.0,1,3,Cluster-1,0.013495482
WP,2,1,1,"[[ 0.2928248   0.28653455  0.2085605   0.10501638  0.04611617 -0.27653074
  -0.33329728 -0.3430634  -0.1954199  -0.26153585 -0.34078714 -0.2495093
  -0.22710592 -0.00461692  0.08320472 -0.32245833]
 [ 0.2928248   0.28653455  0.2085605   0.10501638  0.04611617 -0.27653074
  -0.33329728 -0.3430634  -0.1954199  -0.26153585 -0.34078714 -0.2495093
  -0.22710592 -0.00461692  0.08320472 -0.32245833]]",[-0.09575423 -0.09575423],4.0,1,6,Cluster-4,-0.09575423
PHQIYP,6,0,0,"[[ 0.07739638 -0.00521476  0.00091484 -0.18577108  0.11401788  0.30350086
  -0.16132812 -0.22517264  0.19885723 -0.22039284  0.26155126 -0.0810704
  -0.05514393 -0.08125685  0.16274105 -0.04808551]
 [ 0.09476584 -0.00083717  0.00217542 -0.19424173  0.13066632  0.31567466
  -0.18784153 -0.24680722  0.20504418 -0.25036627  0.28332287 -0.10351657
  -0.07521925 -0.08881548  0.19054653 -0.06743143]
 [ 0.05305101 -0.01218446  0.00042549 -0.17159292  0.09055295  0.28134036
  -0.12121746 -0.19240335  0.18897131 -0.17533034  0.2239451  -0.05131557
  -0.02630218 -0.07256715  0.12381771 -0.02395546]
 [ 0.00436897 -0.02697212  0.0007501  -0.14088985  0.04349861  0.2318274
  -0.03800223 -0.12438137  0.16796443 -0.08210891  0.14151314  0.00644312
   0.03208897 -0.0571337   0.0460352   0.02125052]
 [-0.03186948 -0.02786274  0.00264664 -0.1153251   0.00494451  0.19379573
   0.01797824 -0.07617503  0.1491849  -0.01591602  0.07292735  0.05648477
   0.07396668 -0.04207923 -0.02085475  0.05668835]
 [-0.04810919 -0.03026499  0.00273327 -0.10518426 -0.01150485  0.17858529
   0.04348884 -0.05478312  0.14184515  0.0135222   0.04599001  0.07786167
   0.09287148 -0.03554261 -0.04883752  0.0730899 ]]",[0.00347146 0.00044494 0.00720219 0.01414077 0.01865843 0.02098508],1.0,1,3,Cluster-1,0.010817145
VVYPWTQRF,9,1,1,"[[ 0.24921544  0.06445371  0.168845    0.08931267  0.02045489 -0.33112973
  -0.13361754 -0.25554124 -0.23780306 -0.08223306 -0.18209283 -0.31213796
  -0.12361295  0.04612643  0.14687102 -0.21520811]
 [ 0.250765    0.06500178  0.16971472  0.09032296  0.02062694 -0.33375233
  -0.13458596 -0.25660267 -0.23975597 -0.08277531 -0.18331425 -0.31413916
  -0.12475995  0.04653565  0.14786682 -0.21672761]
 [ 0.14545764  0.02775449  0.11060796  0.02166331  0.00893463 -0.1555186
  -0.06877115 -0.18446553 -0.10703366 -0.04592376 -0.10030563 -0.17813727
  -0.04680996  0.01872443  0.08019161 -0.1134629 ]
 [ 0.03681706 -0.01067176  0.04963033 -0.04916956 -0.00312776  0.02835657
  -0.00087316 -0.11004508  0.0298896  -0.00790577 -0.01466958 -0.03783066
   0.03360728 -0.00996707  0.01037434 -0.00692961]
 [-0.01699333 -0.02999089  0.0176071  -0.08844265 -0.00612046  0.12825005
   0.02934907 -0.07535477  0.10347772  0.00584556  0.03549999  0.0318047
   0.07192246 -0.02646951 -0.02085165  0.04562101]
 [-0.0358023  -0.03789953 -0.00093508 -0.11907912  0.00486954  0.19876356
   0.02615658 -0.07199059  0.15248631 -0.00984951  0.0843325   0.05671256
   0.07919598 -0.04148661 -0.01822448  0.06311776]
 [-0.03112888 -0.03662826 -0.00073903 -0.12161653  0.00936355  0.20261014
   0.01869251 -0.07808561  0.154287   -0.01825599  0.09098475  0.05086434
   0.07371567 -0.04330695 -0.01074867  0.05824703]
 [-0.00903304  0.00619847  0.01421616 -0.10943323  0.0153916   0.18710957
  -0.02438651 -0.10302398  0.14302428 -0.05386387  0.05262544  0.04248513
   0.04526976 -0.04805716 -0.01203219  0.0256497 ]
 [-0.01760473  0.01214105  0.01700936 -0.09934492  0.00372847  0.17248347
  -0.01244693 -0.09097318  0.13527694 -0.03751531  0.02473464  0.05754262
   0.05475163 -0.04385171 -0.03397601  0.03243278]]","[-0.06800608 -0.06847371 -0.0366934  -0.00390718  0.01282215  0.02064797
  0.01989094  0.01075876  0.01089926]",2.0,1,8,Cluster-2,-0.011340144
PIP,3,1,0,"[[ 3.54494639e-02 -1.11554824e-02  4.88627367e-02 -5.00612259e-02
  -3.27960588e-03  3.06712240e-02 -1.84439123e-05 -1.09108254e-01
   3.16132158e-02 -7.42719322e-03 -1.35915838e-02 -3.60644385e-02
   3.46195921e-02 -1.03282444e-02  9.49546322e-03 -5.58854640e-03]
 [ 5.09187691e-02 -5.68397716e-03  5.75453267e-02 -3.99753451e-02
  -1.56204402e-03  4.48927283e-03 -9.68642160e-03 -1.19704969e-01
   1.21167451e-02 -1.28405653e-02 -2.57852785e-02 -5.60426638e-02
   2.31689960e-02 -6.24286756e-03  1.94367357e-02 -2.07577944e-02]
 [ 3.54494639e-02 -1.11554824e-02  4.88627367e-02 -5.00612259e-02
  -3.27960588e-03  3.06712240e-02 -1.84439123e-05 -1.09108254e-01
   3.16132158e-02 -7.42719322e-03 -1.35915838e-02 -3.60644385e-02
   3.46195921e-02 -1.03282444e-02  9.49546322e-03 -5.58854640e-03]]",[-0.00349446 -0.00816288 -0.00349446],2.0,0,8,Cluster-2,-0.005050599
AD,2,1,1,"[[ 0.27822348  0.07471387  0.18512659  0.10822572  0.02367566 -0.38022608
  -0.15174693 -0.2754122  -0.2743628  -0.09238422 -0.20495845 -0.34960115
  -0.14508513  0.05378732  0.16551289 -0.2436535 ]
 [ 0.27822348  0.07471387  0.18512659  0.10822572  0.02367566 -0.38022608
  -0.15174693 -0.2754122  -0.2743628  -0.09238422 -0.20495845 -0.34960115
  -0.14508513  0.05378732  0.16551289 -0.2436535 ]]",[-0.07676031 -0.07676031],3.0,1,2,Cluster-3,-0.07676031
PSFQP,5,0,0,"[[-3.33012864e-02 -3.54726724e-02  1.02744168e-02 -9.48862210e-02
  -1.09130200e-02  1.47032499e-01  4.29492742e-02 -6.20129406e-02
   1.18262030e-01  1.66316330e-02  4.06012647e-02  5.27254529e-02
   8.55098441e-02 -2.84850169e-02 -3.46868262e-02  6.18286431e-02]
 [-3.72250602e-02 -3.68605144e-02  8.07208661e-03 -9.74444896e-02
  -1.13486778e-02  1.53673530e-01  4.54015508e-02 -5.93250953e-02
   1.23207286e-01  1.80047285e-02  4.36941832e-02  5.77929094e-02
   8.84142742e-02 -2.95212679e-02 -3.72084193e-02  6.56763092e-02]
 [-2.80092955e-02 -3.57796736e-02 -6.08162605e-04 -1.23310283e-01
   1.23633724e-02  2.05177769e-01  1.37101300e-02 -8.21541250e-02
   1.55488968e-01 -2.38674395e-02  9.54252332e-02  4.69605662e-02
   7.00574815e-02 -4.45220545e-02 -5.75845689e-03  5.49957417e-02]
 [ 1.60426311e-02 -2.37966478e-02  1.23981386e-03 -1.47228003e-01
   5.47241196e-02  2.41435647e-01 -5.66466115e-02 -1.39605999e-01
   1.72462344e-01 -1.03107303e-01  1.58129692e-01 -8.16503912e-03
   1.83997974e-02 -6.16807044e-02  6.47088885e-02  9.08401608e-03]
 [ 3.19380425e-02 -1.94727685e-02  1.90662546e-03 -1.55858308e-01
   7.00092986e-02  2.54518718e-01 -8.20336789e-02 -1.60336554e-01
   1.78586900e-01 -1.31699711e-01  1.80755556e-01 -2.80562118e-02
  -2.40020454e-04 -6.78721219e-02  9.01358575e-02 -7.48247653e-03]]",[0.01725357 0.01843771 0.01938561 0.01224979 0.00967495],1.0,1,3,Cluster-1,0.015400325
RPGGFF,6,1,1,"[[ 0.20252337  0.297975    0.16107503  0.04346843  0.04046026 -0.09673996
  -0.31305534 -0.29330692 -0.06117585 -0.2643703  -0.29570332 -0.10791814
  -0.17521212 -0.04153448  0.00592561 -0.24744517]
 [ 0.26558134  0.3512888   0.19875476  0.08267166  0.05058568 -0.18419768
  -0.3783387  -0.34515324 -0.12604253 -0.3110526  -0.36406377 -0.17150685
  -0.23257443 -0.03422374  0.03269053 -0.31895667]
 [ 0.27703485  0.3181134   0.20243832  0.09243229  0.04810703 -0.22671391
  -0.35443673 -0.3426143  -0.1580133  -0.28551054 -0.35069746 -0.20772591
  -0.22822443 -0.0199835   0.05656814 -0.3185715 ]
 [ 0.28881904  0.29409105  0.20697382  0.10185191  0.04657542 -0.26417524
  -0.33828068 -0.3428226  -0.18614443 -0.267257   -0.34302768 -0.23917103
  -0.22723296 -0.00837827  0.07664904 -0.32133037]
 [ 0.29369265  0.2963016   0.20974517  0.10499948  0.04716557 -0.27212143
  -0.34173274 -0.3462969  -0.1920575  -0.2693489  -0.34716216 -0.24518499
  -0.2310082  -0.00723781  0.07956506 -0.3262613 ]
 [ 0.23457243  0.24142478  0.17405766  0.06854573  0.03717958 -0.19316502
  -0.2764442  -0.29632345 -0.13354601 -0.2216983  -0.28012753 -0.1883831
  -0.17554209 -0.01261811  0.05664219 -0.25768882]]",[-0.07156461 -0.09278359 -0.09361234 -0.09517875 -0.0966839  -0.07644464],4.0,1,6,Cluster-4,-0.087711304
ENGLPVHLDQSIFRRP,16,0,0,"[[ 0.0529436  -0.0049678   0.05868182 -0.03865518 -0.00133723  0.00106224
  -0.0109519  -0.121092    0.0095648  -0.01354914 -0.02738134 -0.05865768
   0.0216702  -0.00570812  0.02073797 -0.02274334]
 [ 0.03709936 -0.01057192  0.04978878 -0.04898551 -0.00309642  0.02787878
  -0.00104959 -0.11023846  0.02953381 -0.00800456 -0.01489211 -0.03819523
   0.03339832 -0.00989252  0.01055576 -0.00720643]
 [-0.01331544 -0.02840366  0.02149205 -0.08185559 -0.00869399  0.11320627
   0.03045856 -0.07570355  0.0930732   0.00963773  0.0248474   0.02691422
   0.07071605 -0.02320684 -0.02184303  0.04223046]
 [-0.04794173 -0.04088268  0.00058405 -0.10782096 -0.01012601  0.17894669
   0.04934186 -0.0537402   0.14138147  0.01764552  0.05841471  0.07174696
   0.09512035 -0.03420535 -0.04138104  0.07601035]
 [-0.0518475  -0.04226415 -0.00160817 -0.11036748 -0.01055966  0.18555722
   0.05178288 -0.05106469  0.14630404  0.01901231  0.06149343  0.07679115
   0.09801145 -0.03523685 -0.04389106  0.07984035]
 [-0.0518475  -0.04226415 -0.00160817 -0.11036748 -0.01055966  0.18555722
   0.05178288 -0.05106469  0.14630404  0.01901231  0.06149343  0.07679115
   0.09801145 -0.03523685 -0.04389106  0.07984035]
 [-0.03308887 -0.03539754  0.01039364 -0.09474773 -0.01088944  0.146673
   0.04281652 -0.06215845  0.11799432  0.0165573   0.04043383  0.05245113
   0.08535261 -0.02842892 -0.03455032  0.06162035]
 [-0.01105296 -0.02760343  0.02276192 -0.08038048 -0.00844278  0.10937701
   0.02904456 -0.07725338  0.09022175  0.00884599  0.02306401  0.0239923
   0.06904133 -0.02260933 -0.02038907  0.04001188]
 [-0.01105296 -0.02760343  0.02276192 -0.08038048 -0.00844278  0.10937701
   0.02904456 -0.07725338  0.09022175  0.00884599  0.02306401  0.0239923
   0.06904133 -0.02260933 -0.02038907  0.04001188]
 [-0.03264794 -0.03524159  0.01064112 -0.09446025 -0.01084048  0.14592671
   0.04254095 -0.06246049  0.1174386   0.016403    0.04008627  0.05188168
   0.08502623 -0.02831247 -0.03426696  0.06118798]
 [-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]
 [-0.04060519 -0.03805607  0.00617489 -0.09964831 -0.01172397  0.15939443
   0.04751405 -0.05700966  0.12746738  0.01918758  0.04635857  0.06215826
   0.09091629 -0.03041395 -0.03938064  0.06899087]
 [ 0.02176487  0.05079189  0.04610668 -0.06309736  0.00192943  0.09533179
  -0.04719054 -0.11836527  0.08032067 -0.05565384 -0.04298245  0.02005109
   0.02173442 -0.03406374 -0.02893197 -0.01301036]
 [ 0.1150106   0.1872694   0.10607518 -0.00867683  0.02270914  0.00182123
  -0.19181997 -0.21111152  0.01155204 -0.17043912 -0.17874436 -0.04080205
  -0.08295173 -0.04061885 -0.0149286  -0.1367433 ]
 [ 0.1894137   0.32221437  0.15584613  0.03314233  0.04191379 -0.05660908
  -0.32895517 -0.29238194 -0.03105111 -0.2827044  -0.30274084 -0.0743664
  -0.17545876 -0.0536964  -0.01531142 -0.24360058]
 [ 0.16788594  0.2954864   0.14235365  0.02028374  0.03759798 -0.03204967
  -0.29955322 -0.27230313 -0.01292248 -0.25999868 -0.2742733  -0.05756544
  -0.1529372  -0.05362333 -0.02066556 -0.21652603]]","[-0.00877394 -0.00399237  0.01122211  0.02206837  0.02324708  0.02324708
  0.01718947  0.01053933  0.01053933  0.0170564   0.02370653  0.01945778
 -0.00407904 -0.03952492 -0.06964661 -0.06180065]",2.0,1,7,Cluster-2,-0.0005965028
IYPSFQPQPLIYP,13,0,0,"[[-5.46838529e-02 -4.30357009e-02 -1.72715914e-03 -1.08827502e-01
  -1.32871326e-02  1.83222696e-01  5.63129149e-02 -4.73655537e-02
   1.45211175e-01  2.41143070e-02  5.74560948e-02  8.03405121e-02
   1.01337515e-01 -3.41320597e-02 -4.84282188e-02  8.27964544e-02]
 [-5.46838529e-02 -4.30357009e-02 -1.72715914e-03 -1.08827502e-01
  -1.32871326e-02  1.83222696e-01  5.63129149e-02 -4.73655537e-02
   1.45211175e-01  2.41143070e-02  5.74560948e-02  8.03405121e-02
   1.01337515e-01 -3.41320597e-02 -4.84282188e-02  8.27964544e-02]
 [-5.46838529e-02 -4.30357009e-02 -1.72715914e-03 -1.08827502e-01
  -1.32871326e-02  1.83222696e-01  5.63129149e-02 -4.73655537e-02
   1.45211175e-01  2.41143070e-02  5.74560948e-02  8.03405121e-02
   1.01337515e-01 -3.41320597e-02 -4.84282188e-02  8.27964544e-02]
 [-5.46838529e-02 -4.30357009e-02 -1.72715914e-03 -1.08827502e-01
  -1.32871326e-02  1.83222696e-01  5.63129149e-02 -4.73655537e-02
   1.45211175e-01  2.41143070e-02  5.74560948e-02  8.03405121e-02
   1.01337515e-01 -3.41320597e-02 -4.84282188e-02  8.27964544e-02]
 [-3.44252214e-02 -3.75249386e-02 -8.77310522e-04 -1.19826794e-01
   6.19375519e-03  1.99896991e-01  2.39572115e-02 -7.37865642e-02
   1.53016895e-01 -1.23265758e-02  8.62926617e-02  5.49893118e-02
   7.75811449e-02 -4.20229882e-02 -1.60216503e-02  6.16825372e-02]
 [ 2.94487923e-04 -2.80804653e-02  5.79179730e-04 -1.38677642e-01
   3.95805538e-02  2.28473812e-01 -3.14947404e-02 -1.19067498e-01
   1.66394517e-01 -7.47798085e-02  1.35713428e-01  1.15418360e-02
   3.68669331e-02 -5.55466488e-02  3.95174809e-02  2.54970267e-02]
 [ 3.61406766e-02 -1.83295645e-02  2.08292622e-03 -1.58140108e-01
   7.40505904e-02  2.57977784e-01 -8.87458473e-02 -1.65817589e-01
   1.80206180e-01 -1.39259338e-01  1.86737671e-01 -3.33153009e-02
  -5.16825914e-03 -6.95090890e-02  9.68585908e-02 -1.18625462e-02]
 [ 4.29885276e-02 -1.64668113e-02  2.37019267e-03 -1.61858112e-01
   8.06355402e-02  2.63614058e-01 -9.96827632e-02 -1.74748451e-01
   1.82844684e-01 -1.51577145e-01  1.96485043e-01 -4.18845415e-02
  -1.31984130e-02 -7.21763819e-02  1.07812688e-01 -1.89994872e-02]
 [ 1.39739253e-02 -2.43593790e-02  1.15303160e-03 -1.46104813e-01
   5.27348295e-02  2.39732951e-01 -5.33426218e-02 -1.36908025e-01
   1.71665251e-01 -9.93861556e-02  1.55185044e-01 -5.57630509e-03
   2.08256766e-02 -6.08749203e-02  6.13997020e-02  1.12400576e-02]
 [-2.18722709e-02 -3.41102779e-02 -3.50714778e-04 -1.26642346e-01
   1.82647947e-02  2.10228980e-01  3.90848890e-03 -9.01579410e-02
   1.57853588e-01 -3.49066220e-02  1.04160801e-01  3.92808281e-02
   6.28608763e-02 -4.69124839e-02  4.05858830e-03  4.85996231e-02]
 [-4.59618606e-02 -4.04167213e-02  2.05482240e-04 -1.09958068e-01
  -7.46608246e-03  1.82812303e-01  4.53156196e-02 -5.68726808e-02
   1.43607095e-01  1.27963191e-02  6.31988049e-02  6.93050325e-02
   9.24142599e-02 -3.55575085e-02 -3.73633020e-02  7.38921240e-02]
 [-4.62987795e-02 -3.15413848e-02  3.60808242e-03 -1.03885815e-01
  -1.14969416e-02  1.74330160e-01  4.39566113e-02 -5.54885827e-02
   1.38660550e-01  1.44101502e-02  4.57160138e-02  7.44203106e-02
   9.21918824e-02 -3.44870239e-02 -4.68236245e-02  7.19127208e-02]
 [-4.44142744e-02 -2.89580971e-02  4.80715092e-03 -1.02775201e-01
  -1.10946056e-02  1.72331616e-01  4.11795974e-02 -5.73141910e-02
   1.37188330e-01  1.22291911e-02  4.30774912e-02  7.30897784e-02
   9.01364535e-02 -3.45668010e-02 -4.64629978e-02  6.94666505e-02]]","[0.02370653 0.02370653 0.02370653 0.02370653 0.0204249  0.01480078
 0.00899418 0.00788491 0.01258489 0.01839149 0.02187193 0.02057402
 0.01987001]",1.0,1,3,Cluster-1,0.01847871
PFP,3,1,1,"[[ 0.40949905  0.4304406   0.2816156   0.17476499  0.06941071 -0.41022742
  -0.491853   -0.45161918 -0.2941205  -0.3838386  -0.4945003  -0.34111375
  -0.34883848 -0.00472613  0.11264504 -0.46889752]
 [ 0.50772107  0.53258795  0.341716    0.23465309  0.08710707 -0.53458554
  -0.6094804  -0.5377065  -0.38616127 -0.47171712 -0.61247385 -0.4291669
  -0.44477156  0.00090609  0.14585938 -0.58624834]
 [ 0.40949905  0.4304406   0.2816156   0.17476499  0.06941071 -0.41022742
  -0.491853   -0.45161918 -0.2941205  -0.3838386  -0.4945003  -0.34111375
  -0.34883848 -0.00472613  0.11264504 -0.46889752]]",[-0.13820994 -0.17261004 -0.13820994],4.0,1,6,Cluster-4,-0.14967664
SHP,3,0,0,"[[-0.00580063 -0.01242446 -0.02619775 -0.1832318   0.03642237  0.32928276
  -0.08298169 -0.16189629  0.1892528  -0.12715988  0.27424178  0.05458882
   0.02940308 -0.01363237  0.02874373  0.09383032]
 [ 0.02595453 -0.00696358 -0.01999889 -0.19168995  0.06646243  0.33600014
  -0.12246449 -0.19399297  0.19686264 -0.17265671  0.29243025  0.00835148
  -0.00515351 -0.03325706  0.0797285   0.04936081]
 [ 0.02538714 -0.01504227 -0.00788433 -0.16947553  0.06467973  0.2870984
  -0.09353811 -0.17001271  0.18510729 -0.14264461  0.22424953 -0.00714954
   0.00219921 -0.05113298  0.07928942  0.02158448]]",[0.02640255 0.01931085 0.0145447 ],1.0,1,3,Cluster-1,0.020086033
YQQPVLGPVRGPFPII,16,1,1,"[[-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]
 [-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]
 [-0.0455773  -0.04055853 -0.00134514 -0.11377185 -0.00453018  0.19071804
   0.04176854 -0.05924219  0.14871997  0.00773359  0.07041856  0.06894477
   0.09065867 -0.03767915 -0.03386098  0.07330544]
 [-0.0455773  -0.04055853 -0.00134514 -0.11377185 -0.00453018  0.19071804
   0.04176854 -0.05924219  0.14871997  0.00773359  0.07041856  0.06894477
   0.09065867 -0.03767915 -0.03386098  0.07330544]
 [-0.04437723 -0.04013406 -0.00067157 -0.11298941 -0.00439694  0.1886869
   0.04101852 -0.06006426  0.14720747  0.00731363  0.0694726   0.06739491
   0.08977036 -0.03736222 -0.03308976  0.07212864]
 [-0.04676101 -0.04023339  0.00271976 -0.10366186 -0.01240746  0.16981322
   0.05136131 -0.05279282  0.13522576  0.02134177  0.05121091  0.07010836
   0.09547292 -0.03203967 -0.04333665  0.07502729]
 [-0.04676101 -0.04023339  0.00271976 -0.10366186 -0.01240746  0.16981322
   0.05136131 -0.05279282  0.13522576  0.02134177  0.05121091  0.07010836
   0.09547292 -0.03203967 -0.04333665  0.07502729]
 [-0.03556332 -0.03627275  0.00900479 -0.09636105 -0.01116417  0.15086101
   0.044363   -0.06046341  0.12111294  0.01742321  0.04238431  0.05564681
   0.08718423 -0.02908241 -0.03614051  0.0640468 ]
 [-0.0263764  -0.03143276  0.01427849 -0.09046921 -0.00998391  0.13630038
   0.03729426 -0.0672003   0.11028361  0.01294573  0.03418586  0.04469765
   0.07983584 -0.02713538 -0.03094231  0.05454174]
 [ 0.05263646  0.0530275   0.06279393 -0.04243442  0.00448228  0.03768563
  -0.05923932 -0.13709036  0.03732175 -0.05956409 -0.06209312 -0.02481703
   0.00187521 -0.0232945  -0.00523963 -0.0405734 ]
 [ 0.17865652  0.19824858  0.14094788  0.03353022  0.02861395 -0.11306588
  -0.22197515 -0.25149286 -0.07409535 -0.18355723 -0.2219757  -0.12963712
  -0.12608927 -0.02033581  0.03108994 -0.19555601]
 [ 0.29453647  0.3011579   0.21055487  0.10526893  0.04771844 -0.2707175
  -0.346063   -0.34814638 -0.19097404 -0.27326214 -0.35056922 -0.24365133
  -0.23320341 -0.00838813  0.07808508 -0.32851106]
 [ 0.2916463   0.24362229  0.2047655   0.10686558  0.04170417 -0.30094117
  -0.29710445 -0.33040154 -0.21395211 -0.22739092 -0.314294   -0.27244726
  -0.21158984  0.00787467  0.10130225 -0.30804205]
 [ 0.22322692  0.11877459  0.15894154  0.06845616  0.02396792 -0.24767931
  -0.17036778 -0.2554564  -0.17513098 -0.12355471 -0.1998152  -0.242017
  -0.12626216  0.02012805  0.1019894  -0.20954284]
 [ 0.14334907  0.02700868  0.10942446  0.02028853  0.00870051 -0.15194984
  -0.06745334 -0.18302113 -0.10437615 -0.04518588 -0.09864354 -0.17541412
  -0.04524917  0.01816757  0.07883655 -0.11139521]
 [ 0.09462504  0.00977496  0.08207671 -0.01147918  0.00329067 -0.06948395
  -0.03700188 -0.14964443 -0.04296766 -0.02813526 -0.06023678 -0.11248823
  -0.00918298  0.00529977  0.04752432 -0.06361629]]","[ 0.02370653  0.02370653  0.02223139  0.02223139  0.02186923  0.02131553
  0.02131553  0.01793622  0.01505146 -0.01278269 -0.05791833 -0.09726028
 -0.09239891 -0.06464636 -0.03605706 -0.02135282]",2.0,1,8,Cluster-2,-0.012065791
